date,VaR_95,VaR_99
2013-05-30,-2.9360845435046516,-5.159750655478616
2013-05-31,-2.971749966317401,-5.222427559365159
2013-06-03,-2.8711310952260067,-5.045604215767691
2013-06-04,-2.7649344265837263,-4.858978686932409
2013-06-05,-2.686170104882311,-4.7205616030557636
2013-06-06,-2.696555383018936,-4.738812251114016
2013-06-07,-2.828638960403728,-4.9709303372559255
2013-06-10,-2.7640977701652623,-4.857508382368758
2013-06-11,-2.7200355808777044,-4.780075356619805
2013-06-12,-2.646430059050297,-4.650724129205052
2013-06-13,-2.725115902708007,-4.78900329909065
2013-06-14,-2.68947268353336,-4.72636541493755
2013-06-17,-2.788215439578323,-4.899891753391896
2013-06-18,-2.702945219027129,-4.750041478352929
2013-06-19,-2.6205342027085785,-4.605215847766442
2013-06-20,-2.9332136020525588,-5.154705384533662
2013-06-21,-3.0092520409009285,-5.288332117305167
2013-06-24,-2.9467907537715927,-5.1785652960736055
2013-06-25,-3.3982519375889324,-5.9719440645010815
2013-06-26,-3.2235589176503994,-5.664945948207242
2013-06-27,-3.181653940096404,-5.591303915017029
2013-06-28,-3.1366071241532607,-5.512140548075143
2013-07-01,-3.021860953925838,-5.310490487161743
2013-07-02,-3.557902523377235,-6.252507243954171
2013-07-03,-3.6639872480815754,-6.438936047252908
2013-07-05,-3.4708564565792366,-6.099536171914912
2013-07-08,-3.3430327699414546,-5.874904237397205
2013-07-09,-3.2063818183155766,-5.634759641158236
2013-07-10,-3.252912412750581,-5.716530537594769
2013-07-11,-3.1127400752586483,-5.470197606939217
2013-07-12,-3.131909585880983,-5.503885293221143
2013-07-15,-2.99600210262776,-5.265047236819939
2013-07-16,-2.8730982286445093,-5.049061172743943
2013-07-17,-2.790169765614066,-4.903326203215983
2013-07-18,-2.694110669226864,-4.734516014611219
2013-07-19,-2.6161820327760066,-4.597567528608868
2013-07-22,-2.7878905119195228,-4.899320739282583
2013-07-23,-2.6960859742928722,-4.737987332094789
2013-07-24,-2.8905069029505577,-5.079654439841908
2013-07-25,-4.3362366730850574,-7.6203187220060356
2013-07-26,-4.070390990686324,-7.153132776339873
2013-07-29,-3.8301934914557445,-6.731019861764208
2013-07-30,-3.732805715469594,-6.559874707891923
2013-07-31,-3.600553467187723,-6.32746020665744
2013-08-01,-3.4059837950022893,-5.9855317033328355
2013-08-02,-3.2771198603450076,-5.7590716809924025
2013-08-05,-3.218090529032283,-5.655336033595227
2013-08-06,-3.2063680173915623,-5.634735387998739
2013-08-07,-3.12821384657046,-5.497390557443818
2013-08-08,-2.988705146866538,-5.2522238757368065
2013-08-09,-2.9370604124138313,-5.161465606178841
2013-08-12,-3.0042878463321934,-5.279608251966678
2013-08-13,-3.412996587411286,-5.997855687772965
2013-08-14,-4.467498812541271,-7.850993247914029
2013-08-15,-4.328615080349363,-7.606924857649919
2013-08-16,-4.049007177953395,-7.1155537692879625
2013-08-19,-3.8353143273062984,-6.740019001858776
2013-08-20,-3.6686067353183103,-6.447054138521924
2013-08-21,-3.5915457865665137,-6.311630490141802
2013-08-22,-3.3949878771886732,-5.966207942962273
2013-08-23,-3.220373555138235,-5.659348127004703
2013-08-26,-3.084594978350723,-5.420736605368114
2013-08-27,-2.955652819575844,-5.194139115275623
2013-08-28,-3.487029260907617,-6.1279575734439975
2013-08-29,-3.311031573940867,-5.818666690557686
2013-08-30,-3.147064745044243,-5.530518328226727
2013-09-03,-3.080274469316816,-5.41314392573325
2013-09-04,-2.9478386054319996,-5.1804067462129035
2013-09-05,-3.124132694844901,-5.49021851420765
2013-09-06,-3.0300389425652687,-5.324862138119869
2013-09-09,-2.921117851047144,-5.133448823881563
2013-09-10,-2.982488191977999,-5.2412984624573475
2013-09-11,-3.2889472045854293,-5.779856554960727
2013-09-12,-4.963401330954046,-8.722471336000547
2013-09-13,-4.659549362462825,-8.188494752438126
2013-09-16,-4.501499052599354,-7.910743830135588
2013-09-17,-4.765770363619278,-8.375163042203514
2013-09-18,-4.493699102919313,-7.897036528837564
2013-09-19,-4.394685851571932,-7.723034833392206
2013-09-20,-4.234421220949555,-7.441392557547931
2013-09-23,-4.0364206365276365,-7.093434714332465
2013-09-24,-4.970963580006041,-8.73576091227969
2013-09-25,-4.628534020003339,-8.133989702868195
2013-09-26,-4.456953064803043,-7.832460597372611
2013-09-27,-4.2028102879773765,-7.385840842429809
2013-09-30,-3.9725562404858707,-6.981202128909394
2013-10-01,-3.8395321384252314,-6.747431204526354
2013-10-02,-3.9150761300954002,-6.880189016763039
2013-10-03,-3.682471995908079,-6.471420360392036
2013-10-04,-3.5930765884107005,-6.314320656484738
2013-10-07,-3.3965572112897573,-5.968965824261927
2013-10-08,-3.2761426551777366,-5.757354382008789
2013-10-09,-3.2775286760169524,-5.759790116343985
2013-10-10,-3.2009970079089376,-5.6252966033561576
2013-10-11,-3.0715493110181864,-5.397810701984601
2013-10-14,-2.9612490221370447,-5.203973644699248
2013-10-15,-2.866795606766136,-5.037985211923907
2013-10-16,-2.7756890414013533,-4.877878391635202
2013-10-17,-2.6944014901385795,-4.735027090967373
2013-10-18,-2.6406110132553167,-4.640497984518132
2013-10-21,-2.6179003951219624,-4.600587305835825
2013-10-22,-2.9939030123702026,-5.2613583844821195
2013-10-23,-2.881628874134652,-5.0640525679191235
2013-10-24,-2.836132422828654,-4.98409903082926
2013-10-25,-2.8557266698471144,-5.0185331308693195
2013-10-28,-2.871573352355436,-5.04638141972066
2013-10-29,-2.7986442766873396,-4.918218950143832
2013-10-30,-3.2301318621619886,-5.676496962576745
2013-10-31,-3.2358675338007092,-5.686576589051729
2013-11-01,-3.1004470196628695,-5.44859431155439
2013-11-04,-2.9910562898910684,-5.256355674934749
2013-11-05,-2.97861054862005,-5.234484056209356
2013-11-06,-2.866103715938466,-5.036769312279774
2013-11-07,-2.834779943571006,-4.981722241049276
2013-11-08,-2.971452065341267,-5.221904040803585
2013-11-11,-3.01885421078114,-5.305206564072391
2013-11-12,-2.903450244314124,-5.102400519900293
2013-11-13,-2.7922964094864597,-4.9070634771098245
2013-11-14,-2.6956151114185047,-4.737159857616906
2013-11-15,-2.7656856365222464,-4.860298831470228
2013-11-18,-2.7138480464103707,-4.769201645542837
2013-11-19,-2.7743528771770363,-4.875530273203974
2013-11-20,-2.680684414590583,-4.71092128321514
2013-11-21,-2.681811602665362,-4.712902155809751
